I	J	K	  Dose  	 Tot.LETd 	 e- dose 	 e- LETd 	 p dose 	 p LETd 	 He dose 	 He LETd 	 Li dose 	 Li LETd 	 Be dose 	 Be LETd 	 B dose 	 B LETd 	 C dose 	 C LETd 	 N dose 	 N LETd 	 O dose 	 O LETd 	
0	0	157	4.860999e-04	1.650089e+01	3.325903e-02	4.857667e-01	7.202016e-02	3.008057e+00	8.243466e-02	3.065479e+01	1.839681e-02	3.980581e+01	1.925006e-02	2.990902e+01	4.652909e-02	1.749694e+01	7.253195e-01	1.473204e+01	2.253074e-03	2.997267e+02	2.110256e-04	1.195388e+03	
0	0	158	4.859496e-04	1.644480e+01	3.300802e-02	4.843270e-01	7.221605e-02	3.046609e+00	8.264224e-02	2.960133e+01	1.846535e-02	3.986712e+01	1.935663e-02	2.885029e+01	4.672862e-02	1.740572e+01	7.247486e-01	1.476495e+01	2.294103e-03	2.931173e+02	2.074961e-04	1.248846e+03	
0	0	159	4.858861e-04	1.633664e+01	3.277417e-02	4.831583e-01	7.234260e-02	3.003066e+00	8.329996e-02	3.124515e+01	1.854464e-02	3.926246e+01	1.947527e-02	3.073304e+01	4.698822e-02	1.644848e+01	7.237486e-01	1.462346e+01	2.300459e-03	2.684464e+02	2.003224e-04	9.717674e+02	
0	0	160	4.857400e-04	1.657675e+01	3.264938e-02	4.848452e-01	7.227050e-02	2.996091e+00	8.358280e-02	3.089821e+01	1.875355e-02	4.527056e+01	1.958451e-02	3.115593e+01	4.719363e-02	1.669756e+01	7.231337e-01	1.476146e+01	2.290830e-03	2.554350e+02	2.141274e-04	1.164450e+03	
0	0	161	4.856472e-04	1.678245e+01	3.250491e-02	4.840960e-01	7.244376e-02	3.035901e+00	8.394200e-02	3.057848e+01	1.876576e-02	4.274380e+01	1.968001e-02	3.074723e+01	4.740479e-02	1.765871e+01	7.223790e-01	1.482607e+01	2.351256e-03	3.184071e+02	2.070465e-04	1.257367e+03	
0	0	162	4.856927e-04	1.697563e+01	3.229493e-02	4.842058e-01	7.267247e-02	3.034686e+00	8.433021e-02	3.097546e+01	1.886501e-02	4.437427e+01	1.975175e-02	2.889454e+01	4.765037e-02	1.919180e+01	7.215067e-01	1.496009e+01	2.404458e-03	3.193543e+02	2.040145e-04	1.144190e+03	
0	0	163	4.853195e-04	1.666481e+01	3.214019e-02	4.837343e-01	7.271167e-02	2.998997e+00	8.440630e-02	2.937173e+01	1.890422e-02	4.274792e+01	1.984558e-02	2.873986e+01	4.788806e-02	1.840662e+01	7.212228e-01	1.484999e+01	2.353259e-03	2.927724e+02	2.136020e-04	1.356470e+03	
0	0	164	4.856063e-04	1.682801e+01	3.194082e-02	4.823922e-01	7.284217e-02	3.013787e+00	8.533939e-02	3.147093e+01	1.896610e-02	4.201552e+01	1.995565e-02	2.930516e+01	4.806495e-02	1.671665e+01	7.199904e-01	1.493076e+01	2.394306e-03	3.015585e+02	1.934878e-04	1.242263e+03	
0	0	165	4.853863e-04	1.667604e+01	3.172167e-02	4.833297e-01	7.287346e-02	2.974592e+00	8.547883e-02	3.014071e+01	1.906135e-02	4.249969e+01	2.004587e-02	2.748606e+01	4.830457e-02	1.735205e+01	7.196103e-01	1.487821e+01	2.382819e-03	2.965002e+02	2.044329e-04	1.137501e+03	
0	0	166	4.852143e-04	1.673851e+01	3.155689e-02	4.837416e-01	7.300784e-02	2.986775e+00	8.560095e-02	2.911602e+01	1.910580e-02	4.247378e+01	2.020677e-02	3.026642e+01	4.845293e-02	1.618880e+01	7.191388e-01	1.502119e+01	2.392824e-03	2.925729e+02	2.177091e-04	1.299422e+03	
0	0	167	4.854231e-04	1.668748e+01	3.135287e-02	4.890908e-01	7.327064e-02	3.008689e+00	8.628848e-02	3.004748e+01	1.913295e-02	4.136613e+01	2.027950e-02	3.101629e+01	4.863797e-02	1.578679e+01	7.181317e-01	1.504058e+01	2.390534e-03	2.564172e+02	2.053837e-04	1.177001e+03	
0	0	168	4.854550e-04	1.702961e+01	3.114834e-02	4.860618e-01	7.351883e-02	2.996361e+00	8.649998e-02	3.005354e+01	1.924537e-02	4.370675e+01	2.038090e-02	3.199160e+01	4.885912e-02	1.805406e+01	7.174298e-01	1.531894e+01	2.408003e-03	2.422573e+02	2.029322e-04	1.156895e+03	
0	0	169	4.853235e-04	1.711790e+01	3.089060e-02	4.864649e-01	7.345292e-02	3.010498e+00	8.684726e-02	3.040015e+01	1.931864e-02	4.164092e+01	2.052514e-02	3.307377e+01	4.911651e-02	1.750624e+01	7.168649e-01	1.516616e+01	2.460559e-03	2.925327e+02	2.140591e-04	1.351568e+03	
0	0	170	4.853339e-04	1.707954e+01	3.073209e-02	4.858334e-01	7.349446e-02	3.064597e+00	8.719554e-02	2.945587e+01	1.946743e-02	4.442834e+01	2.061666e-02	3.322521e+01	4.935876e-02	1.843037e+01	7.161664e-01	1.525494e+01	2.456722e-03	2.450701e+02	2.081868e-04	1.259493e+03	
0	0	171	4.850694e-04	1.696950e+01	3.048989e-02	4.848612e-01	7.334998e-02	2.942649e+00	8.739664e-02	2.830148e+01	1.938490e-02	4.043902e+01	2.071160e-02	3.211961e+01	4.955750e-02	1.721580e+01	7.160935e-01	1.526894e+01	2.516662e-03	3.037480e+02	1.978361e-04	1.128709e+03	
0	0	172	4.851714e-04	1.704425e+01	3.031799e-02	4.867882e-01	7.338025e-02	2.988348e+00	8.763202e-02	2.880766e+01	1.939200e-02	3.853568e+01	2.080601e-02	3.214955e+01	4.976216e-02	1.747551e+01	7.156243e-01	1.523758e+01	2.568561e-03	2.806272e+02	2.249357e-04	1.648719e+03	
0	0	173	4.853474e-04	1.713945e+01	3.009747e-02	4.869079e-01	7.343161e-02	2.929014e+00	8.810297e-02	2.894506e+01	1.945228e-02	3.791255e+01	2.083576e-02	3.113347e+01	4.992149e-02	1.793232e+01	7.150570e-01	1.550405e+01	2.613082e-03	2.868307e+02	1.949343e-04	1.082066e+03	
0	0	174	4.854538e-04	1.747696e+01	2.988334e-02	4.871331e-01	7.361362e-02	2.950164e+00	8.840701e-02	2.870045e+01	1.959189e-02	4.110046e+01	2.097502e-02	3.278955e+01	5.013769e-02	1.788826e+01	7.142226e-01	1.565742e+01	2.681963e-03	3.180070e+02	2.041258e-04	1.325072e+03	
0	0	175	4.856985e-04	1.740511e+01	2.963996e-02	4.881696e-01	7.373181e-02	2.943421e+00	8.898837e-02	2.960886e+01	1.970661e-02	4.329921e+01	2.107997e-02	3.353826e+01	5.037366e-02	1.815429e+01	7.133129e-01	1.546008e+01	2.658818e-03	2.608276e+02	2.200415e-04	1.419557e+03	
0	0	176	4.854892e-04	1.721158e+01	2.944609e-02	4.873560e-01	7.383582e-02	3.004808e+00	8.896544e-02	2.877387e+01	1.961323e-02	3.940325e+01	2.117912e-02	3.184948e+01	5.055359e-02	1.776496e+01	7.132451e-01	1.554842e+01	2.670252e-03	2.560083e+02	2.127888e-04	1.386397e+03	
0	0	177	4.854974e-04	1.740622e+01	2.919519e-02	4.906567e-01	7.385862e-02	2.931372e+00	8.913908e-02	2.809343e+01	1.972565e-02	4.103472e+01	2.127190e-02	3.166141e+01	5.074554e-02	1.680529e+01	7.128932e-01	1.594500e+01	2.694889e-03	2.603700e+02	1.960995e-04	1.194076e+03	
0	0	178	4.857014e-04	1.722439e+01	2.906113e-02	4.914661e-01	7.386487e-02	2.941437e+00	8.958371e-02	2.843305e+01	1.975608e-02	3.901459e+01	2.136747e-02	3.001120e+01	5.092076e-02	1.649569e+01	7.122353e-01	1.564465e+01	2.721155e-03	2.877221e+02	2.148005e-04	1.218136e+03	
0	0	179	4.859741e-04	1.726094e+01	2.875275e-02	4.880277e-01	7.400488e-02	2.943184e+00	8.999389e-02	2.856946e+01	1.983061e-02	3.851811e+01	2.145115e-02	2.972636e+01	5.115912e-02	1.743603e+01	7.115981e-01	1.576652e+01	2.732988e-03	2.496823e+02	2.063568e-04	1.258511e+03	
0	0	180	4.861281e-04	1.747855e+01	2.852999e-02	4.891054e-01	7.383354e-02	2.922075e+00	9.054587e-02	2.938893e+01	1.988930e-02	4.168226e+01	2.150464e-02	2.830982e+01	5.138170e-02	1.732897e+01	7.110382e-01	1.583991e+01	2.783642e-03	2.578728e+02	2.041582e-04	1.226006e+03	
0	0	181	4.860754e-04	1.733510e+01	2.838252e-02	4.900431e-01	7.376517e-02	2.909117e+00	9.058535e-02	2.757460e+01	1.991853e-02	3.708705e+01	2.165741e-02	2.961965e+01	5.159520e-02	1.644336e+01	7.108024e-01	1.605245e+01	2.802031e-03	2.457229e+02	2.184220e-04	1.205408e+03	
0	0	182	4.867082e-04	1.777612e+01	2.806827e-02	4.902959e-01	7.414802e-02	2.980696e+00	9.122091e-02	2.891165e+01	2.006955e-02	4.121233e+01	2.171100e-02	2.785242e+01	5.173663e-02	1.715879e+01	7.097057e-01	1.599549e+01	2.856029e-03	3.088958e+02	2.243996e-04	1.474034e+03	
0	0	183	4.867474e-04	1.754825e+01	2.788550e-02	4.909129e-01	7.414249e-02	2.916350e+00	9.128171e-02	2.766788e+01	2.007725e-02	3.892123e+01	2.184173e-02	2.896376e+01	5.194509e-02	1.593124e+01	7.094836e-01	1.612512e+01	2.871439e-03	2.967122e+02	2.032073e-04	1.170946e+03	
0	0	184	4.871012e-04	1.797352e+01	2.767903e-02	4.901261e-01	7.430511e-02	2.906538e+00	9.153180e-02	2.803203e+01	2.026807e-02	4.495117e+01	2.194166e-02	2.994315e+01	5.216687e-02	1.670967e+01	7.087540e-01	1.641183e+01	2.886553e-03	2.996824e+02	2.015530e-04	1.134678e+03	
0	0	185	4.871979e-04	1.790064e+01	2.740421e-02	4.908756e-01	7.422347e-02	2.950475e+00	9.194803e-02	2.793913e+01	2.026994e-02	4.432490e+01	2.201949e-02	2.799187e+01	5.240500e-02	1.904687e+01	7.083799e-01	1.624334e+01	2.850732e-03	2.600765e+02	2.284225e-04	1.260396e+03	
0	0	186	4.872664e-04	1.764442e+01	2.713392e-02	4.911722e-01	7.429307e-02	2.984910e+00	9.184351e-02	2.622604e+01	2.030775e-02	4.288152e+01	2.213583e-02	3.004992e+01	5.258910e-02	1.730287e+01	7.082966e-01	1.629353e+01	2.932580e-03	2.634761e+02	1.992174e-04	1.164979e+03	
0	0	187	4.878155e-04	1.797801e+01	2.691220e-02	4.920679e-01	7.429251e-02	2.930868e+00	9.253734e-02	2.835518e+01	2.026534e-02	3.969366e+01	2.222592e-02	2.834687e+01	5.278015e-02	1.734243e+01	7.075168e-01	1.631983e+01	2.992503e-03	3.298041e+02	2.165526e-04	1.077177e+03	
0	0	188	4.880470e-04	1.780051e+01	2.663528e-02	4.939265e-01	7.428459e-02	2.967488e+00	9.291005e-02	2.775788e+01	2.033752e-02	4.184810e+01	2.231379e-02	2.622734e+01	5.298528e-02	1.759598e+01	7.071564e-01	1.649998e+01	2.894525e-03	2.513577e+02	2.205330e-04	9.894886e+02	
0	0	189	4.885557e-04	1.793683e+01	2.636303e-02	4.924928e-01	7.433296e-02	2.952014e+00	9.333220e-02	2.779306e+01	2.040342e-02	4.130069e+01	2.244050e-02	2.635593e+01	5.312906e-02	1.855982e+01	7.065857e-01	1.658557e+01	2.911708e-03	2.170435e+02	2.246645e-04	1.151931e+03	
0	0	190	4.889926e-04	1.818852e+01	2.614363e-02	4.944166e-01	7.436056e-02	2.954711e+00	9.368767e-02	2.756924e+01	2.039491e-02	3.906568e+01	2.254276e-02	2.780865e+01	5.327632e-02	1.677514e+01	7.060934e-01	1.698991e+01	3.027834e-03	2.449560e+02	2.371029e-04	1.325476e+03	
0	0	191	4.890744e-04	1.817747e+01	2.586454e-02	4.919216e-01	7.434392e-02	2.936591e+00	9.372250e-02	2.686660e+01	2.040158e-02	3.858439e+01	2.266722e-02	2.990148e+01	5.352252e-02	1.707833e+01	7.059450e-01	1.681754e+01	3.050993e-03	2.721320e+02	2.237590e-04	1.167670e+03	
0	0	192	4.896071e-04	1.848397e+01	2.563095e-02	4.937433e-01	7.441135e-02	2.915277e+00	9.406836e-02	2.711020e+01	2.047447e-02	4.229083e+01	2.271835e-02	2.900872e+01	5.367454e-02	1.824847e+01	7.054157e-01	1.692853e+01	3.116706e-03	2.970348e+02	2.443569e-04	1.201922e+03	
0	0	193	4.899693e-04	1.827510e+01	2.536190e-02	4.959862e-01	7.432517e-02	2.964229e+00	9.466533e-02	2.772011e+01	2.046767e-02	3.771606e+01	2.278689e-02	2.832303e+01	5.391468e-02	1.906111e+01	7.049429e-01	1.685828e+01	3.073553e-03	2.681721e+02	2.284116e-04	1.152029e+03	
0	0	194	4.901284e-04	1.821273e+01	2.514822e-02	4.960349e-01	7.429209e-02	2.946111e+00	9.465583e-02	2.669093e+01	2.048388e-02	3.612424e+01	2.294066e-02	2.988718e+01	5.413690e-02	1.737462e+01	7.047974e-01	1.714657e+01	3.082707e-03	2.479749e+02	2.167686e-04	1.026492e+03	
0	0	195	4.909325e-04	1.865817e+01	2.486020e-02	4.952138e-01	7.433075e-02	2.910328e+00	9.528757e-02	2.825684e+01	2.062256e-02	3.968577e+01	2.298668e-02	2.638227e+01	5.434428e-02	1.831544e+01	7.039284e-01	1.708222e+01	3.156829e-03	3.272284e+02	2.286012e-04	1.041571e+03	
0	0	196	4.911227e-04	1.854776e+01	2.458120e-02	4.936758e-01	7.423876e-02	2.886777e+00	9.540278e-02	2.668086e+01	2.073359e-02	3.972372e+01	2.310422e-02	2.906812e+01	5.458081e-02	1.812114e+01	7.037896e-01	1.715190e+01	3.103104e-03	2.930202e+02	2.325426e-04	1.068837e+03	
0	0	197	4.915786e-04	1.827769e+01	2.427175e-02	4.944363e-01	7.435277e-02	2.936206e+00	9.555471e-02	2.590213e+01	2.075797e-02	3.909979e+01	2.318981e-02	2.628794e+01	5.475007e-02	1.769591e+01	7.035802e-01	1.725946e+01	3.090185e-03	2.497909e+02	2.336028e-04	1.087789e+03	
0	0	198	4.924290e-04	1.922621e+01	2.395045e-02	4.952064e-01	7.443360e-02	2.911303e+00	9.597187e-02	2.693855e+01	2.082476e-02	4.233274e+01	2.327731e-02	2.611173e+01	5.496468e-02	1.932900e+01	7.029577e-01	1.773341e+01	3.160493e-03	3.582047e+02	2.393822e-04	9.942880e+02	
0	0	199	4.930137e-04	1.915928e+01	2.367271e-02	4.988353e-01	7.451791e-02	2.945178e+00	9.632681e-02	2.720045e+01	2.079453e-02	3.756855e+01	2.339578e-02	2.750191e+01	5.515235e-02	1.852311e+01	7.025601e-01	1.794504e+01	3.094768e-03	2.870338e+02	2.650528e-04	1.327739e+03	
0	0	200	4.932665e-04	1.881859e+01	2.334835e-02	4.962620e-01	7.428374e-02	2.905098e+00	9.630507e-02	2.565918e+01	2.088136e-02	4.041208e+01	2.354006e-02	2.812593e+01	5.538722e-02	1.848108e+01	7.026800e-01	1.767861e+01	3.105353e-03	2.756025e+02	2.457322e-04	1.228243e+03	
0	0	201	4.942655e-04	1.912578e+01	2.312207e-02	4.967858e-01	7.432674e-02	2.967739e+00	9.684805e-02	2.637889e+01	2.093190e-02	4.197472e+01	2.362586e-02	2.649030e+01	5.551728e-02	1.692383e+01	7.020284e-01	1.791955e+01	3.173200e-03	3.272425e+02	2.055304e-04	1.202715e+03	
0	0	202	4.949769e-04	1.921438e+01	2.283937e-02	4.963541e-01	7.438293e-02	2.947411e+00	9.711604e-02	2.660311e+01	2.091552e-02	4.000549e+01	2.375377e-02	2.909545e+01	5.578567e-02	1.819954e+01	7.017015e-01	1.809525e+01	3.054548e-03	2.772493e+02	2.315900e-04	1.245071e+03	
0	0	203	4.956719e-04	1.942270e+01	2.253147e-02	4.983944e-01	7.431214e-02	2.969771e+00	9.727415e-02	2.610441e+01	2.098816e-02	3.974899e+01	2.387793e-02	2.969683e+01	5.605875e-02	2.042941e+01	7.014144e-01	1.821804e+01	3.103713e-03	3.003605e+02	2.208404e-04	1.076191e+03	
0	0	204	4.963494e-04	1.965142e+01	2.218772e-02	4.970510e-01	7.418981e-02	2.968972e+00	9.762782e-02	2.588594e+01	2.108685e-02	3.991710e+01	2.394170e-02	2.641620e+01	5.622864e-02	1.782034e+01	7.012082e-01	1.868164e+01	3.089443e-03	3.018847e+02	2.148400e-04	1.175243e+03	
0	0	205	4.972152e-04	1.973441e+01	2.185714e-02	4.974594e-01	7.413319e-02	2.921493e+00	9.804416e-02	2.642188e+01	2.115173e-02	4.143247e+01	2.405146e-02	2.968173e+01	5.643215e-02	1.696611e+01	7.007698e-01	1.873274e+01	3.115001e-03	3.128201e+02	2.251279e-04	1.094940e+03	
0	0	206	4.978911e-04	1.986849e+01	2.164043e-02	4.981562e-01	7.413454e-02	2.920727e+00	9.810845e-02	2.561016e+01	2.105034e-02	3.912028e+01	2.414451e-02	2.763650e+01	5.669607e-02	1.860611e+01	7.005998e-01	1.886146e+01	3.169804e-03	3.288920e+02	2.289623e-04	1.044087e+03	
0	0	207	4.990155e-04	2.006451e+01	2.127639e-02	4.965432e-01	7.440867e-02	2.953051e+00	9.848778e-02	2.609032e+01	2.109216e-02	3.853881e+01	2.422212e-02	2.685562e+01	5.682085e-02	1.765505e+01	7.001124e-01	1.922133e+01	3.139020e-03	3.384129e+02	2.343008e-04	1.089375e+03	
0	0	208	4.995788e-04	1.995223e+01	2.096247e-02	4.965449e-01	7.413810e-02	2.888245e+00	9.876004e-02	2.608368e+01	2.108149e-02	3.634842e+01	2.433996e-02	2.413336e+01	5.709005e-02	1.785000e+01	7.001308e-01	1.954613e+01	3.055662e-03	2.770638e+02	2.409283e-04	9.058194e+02	
0	0	209	5.006799e-04	2.040671e+01	2.061279e-02	4.975982e-01	7.399497e-02	2.951520e+00	9.928304e-02	2.688213e+01	2.110156e-02	3.982285e+01	2.445682e-02	2.471497e+01	5.730438e-02	1.915378e+01	6.996679e-01	1.937526e+01	3.123923e-03	3.411098e+02	2.529767e-04	1.270895e+03	
0	0	210	5.015978e-04	2.062572e+01	2.028064e-02	4.987122e-01	7.398527e-02	2.907758e+00	9.942600e-02	2.651880e+01	2.108632e-02	3.835999e+01	2.467609e-02	3.006222e+01	5.757385e-02	2.081887e+01	6.994458e-01	1.976206e+01	3.091474e-03	2.836158e+02	2.337845e-04	1.274117e+03	
0	0	211	5.024970e-04	2.061710e+01	1.992375e-02	4.983719e-01	7.417801e-02	2.920881e+00	9.943191e-02	2.530281e+01	2.115030e-02	3.761797e+01	2.478569e-02	2.898534e+01	5.770901e-02	1.909381e+01	6.992482e-01	1.978375e+01	3.153452e-03	3.527008e+02	2.213333e-04	1.252926e+03	
0	0	212	5.037264e-04	2.096907e+01	1.963201e-02	4.977508e-01	7.423745e-02	2.954490e+00	9.997638e-02	2.670829e+01	2.119689e-02	4.214347e+01	2.486213e-02	2.832992e+01	5.784788e-02	1.960003e+01	6.987876e-01	2.012713e+01	3.019383e-03	2.982414e+02	2.057391e-04	1.160547e+03	
0	0	213	5.047214e-04	2.084423e+01	1.927978e-02	4.994127e-01	7.414402e-02	2.916389e+00	1.001309e-01	2.620116e+01	2.119374e-02	4.105531e+01	2.491831e-02	2.691304e+01	5.804226e-02	1.851526e+01	6.987570e-01	2.019580e+01	3.120498e-03	3.147170e+02	2.146416e-04	1.198135e+03	
0	0	214	5.059923e-04	2.101298e+01	1.891749e-02	5.022472e-01	7.424128e-02	2.991734e+00	1.004147e-01	2.640226e+01	2.124393e-02	3.993479e+01	2.498293e-02	2.693079e+01	5.821903e-02	2.053377e+01	6.984720e-01	2.037225e+01	3.114102e-03	3.124706e+02	2.092826e-04	9.283129e+02	
0	0	215	5.069956e-04	2.155264e+01	1.861605e-02	4.999315e-01	7.388654e-02	2.926787e+00	1.004217e-01	2.491017e+01	2.123469e-02	3.842801e+01	2.513042e-02	2.825603e+01	5.837373e-02	2.028297e+01	6.987212e-01	2.075428e+01	3.147168e-03	3.363529e+02	2.412377e-04	1.320586e+03	
0	0	216	5.082866e-04	2.140848e+01	1.826986e-02	5.007781e-01	7.375425e-02	2.906579e+00	1.008009e-01	2.543584e+01	2.133606e-02	4.127357e+01	2.521194e-02	2.887013e+01	5.851497e-02	1.903553e+01	6.985971e-01	2.086164e+01	3.102739e-03	3.143211e+02	2.356853e-04	1.472941e+03	
0	0	217	5.098152e-04	2.175830e+01	1.795135e-02	5.030831e-01	7.365321e-02	2.985501e+00	1.011494e-01	2.567587e+01	2.137867e-02	4.422503e+01	2.524365e-02	2.536945e+01	5.872503e-02	1.948252e+01	6.983216e-01	2.128369e+01	3.135791e-03	3.168054e+02	2.647886e-04	1.273133e+03	
0	0	218	5.113320e-04	2.201501e+01	1.761098e-02	5.002364e-01	7.363356e-02	2.980837e+00	1.015764e-01	2.646495e+01	2.120156e-02	3.974552e+01	2.536326e-02	2.813224e+01	5.890357e-02	2.093931e+01	6.980927e-01	2.139879e+01	3.183384e-03	3.151386e+02	2.290125e-04	1.082820e+03	
0	0	219	5.126461e-04	2.235136e+01	1.728129e-02	5.015710e-01	7.349463e-02	2.947488e+00	1.014415e-01	2.523053e+01	2.130190e-02	4.016564e+01	2.549216e-02	2.770478e+01	5.905213e-02	2.028997e+01	6.983647e-01	2.211729e+01	3.130449e-03	3.377655e+02	2.643751e-04	1.142220e+03	
0	0	220	5.142822e-04	2.263811e+01	1.691610e-02	5.017886e-01	7.347770e-02	3.000899e+00	1.020708e-01	2.655959e+01	2.122001e-02	4.043876e+01	2.561730e-02	2.932777e+01	5.921535e-02	2.046464e+01	6.980283e-01	2.219855e+01	3.019363e-03	3.328591e+02	2.410507e-04	8.936322e+02	
0	0	221	5.157816e-04	2.285364e+01	1.662196e-02	5.046994e-01	7.342431e-02	2.992464e+00	1.019235e-01	2.555301e+01	2.127002e-02	4.222352e+01	2.570425e-02	2.737130e+01	5.945185e-02	2.073097e+01	6.981564e-01	2.299550e+01	3.016681e-03	2.857739e+02	2.569069e-04	1.019272e+03	
0	0	222	5.173218e-04	2.319669e+01	1.629413e-02	5.023199e-01	7.326472e-02	3.008733e+00	1.021081e-01	2.535034e+01	2.128301e-02	4.203515e+01	2.585489e-02	2.821309e+01	5.958837e-02	2.011234e+01	6.979814e-01	2.317569e+01	3.162818e-03	3.264516e+02	2.933013e-04	1.155372e+03	
0	0	223	5.188746e-04	2.317782e+01	1.599042e-02	5.020688e-01	7.285675e-02	2.919303e+00	1.024347e-01	2.596446e+01	2.123458e-02	4.124089e+01	2.592199e-02	2.884975e+01	5.974135e-02	1.921049e+01	6.982314e-01	2.295021e+01	3.079384e-03	3.118627e+02	2.883739e-04	9.478148e+02	
0	0	224	5.211459e-04	2.407313e+01	1.568114e-02	5.022865e-01	7.281967e-02	2.970079e+00	1.027673e-01	2.632068e+01	2.129448e-02	3.987691e+01	2.592569e-02	2.970986e+01	5.996096e-02	2.251648e+01	6.980012e-01	2.440233e+01	3.098972e-03	2.751753e+02	2.744620e-04	1.000606e+03	
0	0	225	5.228270e-04	2.438977e+01	1.529602e-02	5.040808e-01	7.280834e-02	2.963881e+00	1.028994e-01	2.561040e+01	2.118397e-02	3.716755e+01	2.601049e-02	2.797525e+01	6.012379e-02	2.277040e+01	6.979588e-01	2.467698e+01	3.172188e-03	3.228690e+02	2.908568e-04	8.424922e+02	
0	0	226	5.246709e-04	2.474286e+01	1.500378e-02	5.031581e-01	7.278702e-02	3.000967e+00	1.029195e-01	2.506037e+01	2.127507e-02	4.151297e+01	2.606278e-02	2.497213e+01	6.030543e-02	2.341694e+01	6.979892e-01	2.487481e+01	3.114162e-03	3.450146e+02	3.217935e-04	9.414731e+02	
0	0	227	5.267054e-04	2.518116e+01	1.471532e-02	5.018268e-01	7.265540e-02	2.984113e+00	1.030315e-01	2.514099e+01	2.125285e-02	4.109553e+01	2.622112e-02	2.867441e+01	6.045713e-02	2.309021e+01	6.980276e-01	2.591576e+01	3.076889e-03	2.825408e+02	3.570602e-04	1.024643e+03	
0	0	228	5.290420e-04	2.568840e+01	1.433869e-02	5.062620e-01	7.259812e-02	2.996924e+00	1.033838e-01	2.594534e+01	2.126796e-02	4.055770e+01	2.625976e-02	3.066447e+01	6.059889e-02	2.387893e+01	6.977255e-01	2.587054e+01	3.237951e-03	3.439094e+02	3.815496e-04	9.548062e+02	
0	0	229	5.310457e-04	2.622985e+01	1.402334e-02	5.046575e-01	7.245904e-02	3.077884e+00	1.037713e-01	2.584725e+01	2.135253e-02	4.325666e+01	2.623954e-02	2.824438e+01	6.059708e-02	2.369709e+01	6.977305e-01	2.677554e+01	3.244059e-03	3.148170e+02	4.035362e-04	1.183002e+03	
0	0	230	5.332472e-04	2.673944e+01	1.369505e-02	5.041753e-01	7.235911e-02	3.033653e+00	1.041355e-01	2.624392e+01	2.114718e-02	3.934975e+01	2.636935e-02	2.905988e+01	6.069698e-02	2.309159e+01	6.977038e-01	2.717874e+01	3.351025e-03	3.587250e+02	3.382881e-04	1.188301e+03	
0	0	231	5.357701e-04	2.695132e+01	1.337726e-02	5.045020e-01	7.212214e-02	3.019757e+00	1.043511e-01	2.600434e+01	2.113577e-02	3.651528e+01	2.649110e-02	2.874411e+01	6.092455e-02	2.292318e+01	6.978153e-01	2.774632e+01	3.278159e-03	3.587224e+02	2.823748e-04	1.188581e+03	
0	0	232	5.381337e-04	2.759766e+01	1.305064e-02	5.023327e-01	7.206880e-02	3.085677e+00	1.041756e-01	2.567236e+01	2.110685e-02	3.671424e+01	2.664934e-02	3.047781e+01	6.121152e-02	2.623059e+01	6.979902e-01	2.863779e+01	3.304902e-03	3.614372e+02	2.834545e-04	1.076494e+03	
0	0	233	5.406894e-04	2.753314e+01	1.272711e-02	5.051612e-01	7.180216e-02	3.083694e+00	1.045039e-01	2.644654e+01	2.123557e-02	4.099067e+01	2.670769e-02	3.141337e+01	6.128651e-02	2.535043e+01	6.979155e-01	2.820867e+01	3.325153e-03	3.802277e+02	2.681283e-04	7.650373e+02	
0	0	234	5.432299e-04	2.849085e+01	1.242368e-02	5.053716e-01	7.138006e-02	3.031485e+00	1.044376e-01	2.601864e+01	2.114527e-02	4.034363e+01	2.674549e-02	3.062938e+01	6.134038e-02	2.774102e+01	6.986906e-01	2.904926e+01	3.275370e-03	3.941780e+02	3.429385e-04	1.095848e+03	
0	0	235	5.463757e-04	2.934124e+01	1.209990e-02	5.071896e-01	7.099348e-02	2.991696e+00	1.047311e-01	2.686009e+01	2.104876e-02	3.862559e+01	2.676692e-02	2.977540e+01	6.139309e-02	2.653094e+01	6.990858e-01	3.041523e+01	3.338953e-03	3.995599e+02	3.145624e-04	8.550894e+02	
0	0	236	5.495338e-04	2.944191e+01	1.178067e-02	5.043799e-01	7.107720e-02	3.110929e+00	1.047536e-01	2.719214e+01	2.106556e-02	4.177304e+01	2.688513e-02	3.157639e+01	6.151408e-02	2.787156e+01	6.991184e-01	3.056853e+01	3.209597e-03	3.603971e+02	3.631597e-04	8.500174e+02	
0	0	237	5.526372e-04	3.061726e+01	1.144702e-02	5.066370e-01	7.076336e-02	3.090181e+00	1.045010e-01	2.641667e+01	2.096455e-02	3.891365e+01	2.693036e-02	2.904070e+01	6.153052e-02	2.612469e+01	6.998548e-01	3.211191e+01	3.342437e-03	3.914860e+02	4.253267e-04	8.729553e+02	
0	0	238	5.559485e-04	3.083882e+01	1.115872e-02	5.065332e-01	7.023808e-02	3.099202e+00	1.045820e-01	2.746075e+01	2.092736e-02	4.192621e+01	2.704935e-02	3.152660e+01	6.167668e-02	2.695064e+01	7.003530e-01	3.174885e+01	3.384290e-03	4.041693e+02	4.180754e-04	9.453729e+02	
